,Date,Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),CTD Temperature (°C),CTD Specific Conductivity (µS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (µE/m2/s),Turbidity (NTU),Particulate Microcystin (µg/L),Dissolved Microcystin (µg/L),Extracted Phycocyanin (µg/L),Extracted Chlorophyll a (µg/L),Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Soluble Reactive Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm ,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
137,2015-08-10,WE8,,,Scum,,41.8351,-83.3644,,,,,,,,,,,,2778.75,3.4,272716.32,161971.2,,,,,,,,,,
138,2015-08-10,WE12,,5.5,Bottom,,41.7037,-83.2553,,,,,24.1,317.3,4.2,34.7,10.04,0.0,,0.1,0.15,32.5,98.88,,,,,,,,,,
139,2015-08-10,WE12,,,Scum,,41.7037,-83.2553,,,,,,,,,,,,1.85,2.0,427.31,5996.8,,,,,,,,,,
140,2015-08-10,WE13,,4.35,Mid-column,,41.7451,-83.1355,,,,,24.0,274.0,5.1,27.7,9.26,0.0,,1.02,0.28,17.77,56.96,,,,,,,,,,
141,2015-08-10,WE13,,7.7,Bottom,,41.7451,-83.1355,,,,,24.0,275.4,4.8,30.1,9.31,0.0,,0.61,0.32,40.0,28.42,,,,,,,,,,
142,2015-08-10,WE13,,,Scum,,41.7451,-83.1355,,,,,,,,,,,,12.61,0.22,606.31,2889.6,,,,,,,,,,
143,2015-08-10,WE14,,,Scum,,41.7172,-83.016,,,,,,,,,,,,19.83,0.22,195.82,671.36,,,,,,,,,,
144,2015-08-17,WE2,,3.8,Bottom,,41.7647,-83.3328,,,,,24.4,277.9,3.9,38.1,11.0,0.0,,1.86,0.37,29.33,144.64,,,,,,,,,,
145,2015-08-17,WE4,,,Scum,,41.8262,-83.1938,,,,,,,,,,,,9.89,0.16,94.8,1880.0,,,,,,,,,,
146,2015-08-17,WE8,,3.5,Bottom,,41.8332,-83.3623,,,,,23.7,244.5,2.2,57.7,8.59,8.0,,0.22,0.28,5.03,50.37,,,,,0.008,,,,,
147,2015-08-17,WE12,,5.3,Bottom,,41.7043,-83.2556,,,,,24.0,279.5,5.0,29.1,9.72,0.0,,0.1,0.1,6.58,77.44,,,,,,,,,,
148,2015-08-17,WE13,,4.4,Mid-column,,41.7447,-83.1348,,,,,24.4,227.9,2.8,50.0,10.25,18.0,,0.41,0.1,2.63,38.91,,,,,,,,,,
149,2015-08-17,WE13,,7.8,Bottom,,41.7447,-83.1348,,,,,23.8,237.4,2.6,52.9,8.95,1.0,,0.44,0.1,1.15,25.22,,,,,,,,,,
150,2015-08-24,WE2,,3.7,Bottom,,41.7653,-83.3319,,,,,23.1,258.1,6.4,20.1,8.0,0.0,,0.13,0.2,13.77,91.65,,,,,,,,,,
151,2015-08-25,WE8,,3.0,Bottom,,41.8335,-83.3639,,,,,22.5,256.4,5.8,23.4,8.87,0.0,,0.69,0.3,16.22,96.85,,,,,,,,,,
152,2015-08-24,WE12,,5.1,Bottom,,41.7024,-83.2561,,,,,23.4,259.1,6.5,19.5,8.65,0.0,,1.36,0.21,16.34,81.58,,,,,,,,,,
153,2015-08-25,WE13,,4.15,Mid-column,,41.7447,-83.1348,,,,,23.0,232.8,5.2,27.4,8.23,1.0,,1.44,0.15,15.24,43.32,,,,,,,,,,
154,2015-08-25,WE13,,7.3,Bottom,,41.7447,-83.1348,,,,,23.0,232.8,5.1,28.2,8.3,0.0,,,,,,,,,,,,,,,
155,2015-08-31,WE2,,4.2,Bottom,,41.7639,-83.3286,,,,,22.0,267.7,3.7,39.4,7.96,0.0,,0.32,0.12,20.61,45.38,,,,,,,,,,
156,2015-08-31,WE8,,3.4,Bottom,,41.8346,-83.3626,,,,,22.0,267.7,3.7,39.4,7.96,0.0,,0.19,0.17,19.01,49.1,,,,,,,,,,
157,2015-08-31,WE12,,5.2,Bottom,,41.7045,-83.2575,,,,,21.9,261.5,3.8,39.0,8.91,0.0,,0.19,0.14,15.6,32.86,,,,,,,,,,
158,2015-08-31,WE13,,4.3,Mid-column,,41.7442,-83.1336,,,,,22.5,239.6,3.6,40.9,8.23,4.0,,0.1,0.13,39.96,41.91,,,,,,,,,,
159,2015-08-31,WE13,,7.6,Bottom,,41.7442,-83.1336,,,,,21.9,236.1,3.3,43.9,5.92,0.0,,0.1,0.1,5.69,17.88,,,,,,,,,,
160,2015-08-31,WE13,,,Scum,,41.7442,-83.1336,,,,,,,,,,,,4.16,0.15,507.17,303.34,,,,,,,,,,
161,2015-09-08,WE2,,4.1,Bottom,,41.7644,-83.33200000000002,,,,,24.1,269.0,5.4,25.9,7.24,0.0,,1.0,0.22,36.85,46.98,,,,,,,,,,
162,2015-09-08,WE8,,4.1,Bottom,,41.8339,-83.3632,,,,,24.1,269.0,4.2,35.0,6.9,7.0,,0.7,0.13,21.05,40.19,,,,,,,,,,
163,2015-09-08,WE12,,5.2,Bottom,,41.7034,-83.2549,,,,,23.2,253.0,6.2,21.7,5.85,0.0,,0.47,0.12,20.61,32.13,,,,,,,,,,
164,2015-09-08,WE13,,4.3,Mid-column,,41.7428,-83.135,,,,,23.9,242.5,3.6,40.2,8.14,4.0,,0.8,0.1,47.08,55.94,,,,,,,,,,
165,2015-09-08,WE13,,7.6,Bottom,,41.7428,-83.135,,,,,22.9,241.9,2.5,53.8,6.1,0.0,,0.58,0.1,13.92,28.8,,,,,,,,,,
166,2015-09-08,WE13,,,Scum,,41.7428,-83.135,,,,,,,,,,,,14.96,0.13,413.24,463.68,,,,,,,,,,
167,2015-09-14,WE2,,3.9,Bottom,,41.7647,-83.3283,,,,,20.5,257.9,5.6,24.6,8.43,0.0,,1.37,0.21,23.63,70.57,,,,,,,,,,
168,2015-09-14,WE8,,3.4,Bottom,,41.8338,-83.3614,,,,,20.7,282.1,5.2,27.0,9.34,5.0,,1.41,0.69,45.9,72.56,,,,,,,,,,
169,2015-09-14,WE12,,5.1,Bottom,,41.7035,-83.2563,,,,,20.6,267.4,6.9,17.7,8.78,0.0,,1.41,,35.59,63.49,,,,,,,,,,
170,2015-09-14,WE13,,4.25,Mid-column,,41.739,-83.134,,,,,21.2,246.1,4.7,30.6,8.51,6.0,,0.68,0.24,21.89,51.46,,,,,,,,,,
171,2015-09-14,WE13,,7.5,Bottom,,41.739,-83.134,,,,,21.2,246.6,5.3,26.9,8.2,0.0,,0.35,0.1,18.94,49.41,,,,,,,,,,
172,2015-09-21,WE2,,4.3,Bottom,,41.7641,-83.3305,,,,,20.3,302.0,6.0,22.3,8.33,0.0,,1.45,0.27,31.35,42.24,,,,,,,,,,
173,2015-09-21,WE8,,3.4,Bottom,,41.8343,-83.3631,,,,,20.5,272.4,4.5,32.9,8.43,9.0,,0.64,0.38,25.33,37.09,,,,,,,,,,
174,2015-09-21,WE12,,5.3,Bottom,,41.7055,-83.2564,,,,,20.3,261.8,6.6,19.4,8.49,0.0,,0.42,0.32,18.29,44.88,,,,,,,,,,
175,2015-09-21,WE13,,4.3,Mid-column,,41.705,-83.1361,,,,,20.7,243.4,4.7,31.1,8.56,4.0,,0.25,0.23,16.87,36.7,,,,,,,,,,
176,2015-09-21,WE13,,7.6,Bottom,,41.705,-83.1361,,,,,20.7,243.6,4.8,29.9,8.57,0.0,,0.32,0.16,19.92,40.52,,,,,,,,,,
177,2015-09-28,WE2,,4.0,Bottom,,41.7634,-83.3301,,,,,20.6,287.8,7.6,14.8,7.64,0.0,,1.21,0.25,29.77,28.21,,,,,,,,,,
178,2015-09-28,WE8,,3.4,Bottom,,41.8338,-83.3623,,,,,20.8,264.0,5.0,28.9,7.81,9.0,,0.39,0.24,17.12,29.51,,,,,,,,,,
179,2015-09-28,WE12,,5.2,Bottom,,41.7034,-83.2556,,,,,20.5,261.6,7.3,16.2,8.33,0.0,,1.01,0.48,22.0,41.86,,,,,,,,,,
180,2015-09-28,WE13,,4.3,Mid-column,,41.7431,-83.1356,,,,,20.6,254.9,5.5,25.3,7.95,5.0,,0.25,0.29,18.15,36.01,,,,,,,,,,
181,2015-09-28,WE13,,7.6,Bottom,,41.7431,-83.1356,,,,,20.6,255.2,6.1,21.7,7.78,0.0,,0.3,0.34,17.88,38.35,,,,,,,,,,
182,2015-10-05,WE2,,4.0,Bottom,,41.7641,-83.3289,,,,,15.1,228.1,27.7,0.1,9.07,0.0,,0.13,0.1,0.39,8.51,,,,,,,,,,
183,2015-10-05,WE8,,3.2,Bottom,,41.8348,-83.3648,,,,,15.2,239.4,15.5,2.1,8.93,0.0,,0.1,0.1,0.19,5.03,,,,,,,,,,
184,2015-10-05,WE12,,5.1,Bottom,,41.7022,-83.2541,,,,,16.1,239.2,33.9,0.0,8.61,0.0,,0.19,0.1,1.87,18.05,,,,,,,,,,
185,2015-10-05,WE13,,4.3,Mid-column,,41.7418,-83.1342,,,,,14.8,285.1,37.9,0.0,8.86,0.0,,0.36,0.13,4.52,19.25,,,,,,,,,,
186,2015-10-05,WE13,,7.6,Bottom,,41.7418,-83.1342,,,,,14.8,285.3,36.9,0.0,8.89,0.0,,0.43,0.1,5.17,21.32,,,,,,,,,,
187,2015-10-05,WE15,,,Scum,,41.6166,-83.0091,,,,,,,,,,,,4.92,0.1,738.64,421.5,,,,,,,,,,
188,2015-10-14,WE2,,4.2,Bottom,,41.7648,-83.3316,,,,,15.2,232.1,3.8,38.2,9.05,3.0,,0.1,0.1,0.31,3.96,,,,,,,,,,
189,2015-10-14,WE8,,3.3,Bottom,,41.8342,-83.361,,,,,15.3,239.0,1.4,70.1,9.15,119.0,,0.1,0.1,0.33,2.92,,,,,,,,,,
190,2015-10-14,WE12,,5.0,Bottom,,41.7028,-83.256,,,,,15.3,258.2,7.4,15.7,8.83,0.0,,0.1,0.1,0.24,3.67,,,,,,,,,,
191,2015-10-14,WE13,,4.25,Mid-column,,41.744,-83.1339,,,,,15.7,234.3,5.3,26.4,9.03,1.0,,0.1,0.1,0.42,7.62,,,,,,,,,,
192,2015-10-14,WE13,,7.5,Bottom,,41.744,-83.1339,,,,,15.7,234.5,6.2,21.3,8.93,0.0,,0.13,0.1,0.34,5.47,,,,,,,,,,
193,2015-10-19,WE2,,3.9,Bottom,,41.765,-83.33,,,,,12.1,237.8,6.1,21.7,9.98,0.0,,0.1,0.13,0.38,8.78,,,,,,,,,,
194,2015-10-19,WE8,,2.9,Bottom,,41.8421,-83.3631,,,,,12.1,251.7,3.2,44.5,9.27,63.0,,0.1,0.1,0.06,3.57,,,,,,,,,,
195,2015-10-19,WE12,,5.0,Bottom,,41.7031,-83.2546,,,,,12.2,236.5,6.4,20.4,9.91,0.0,,0.26,0.1,0.28,11.25,,,,,,,,,,
196,2016-05-31,WE2,,3.3,Bottom,,41.7639,-83.3296,,,,,20.7,349.0,0.7,84.6,4.64,182.0,,0.1,0.1,0.21,1.0,,,,,,,,,,
197,2016-05-31,WE8,,3.2,Bottom,,41.8335,-83.3574,,,,,21.7,364.3,0.7,84.5,7.01,147.0,,0.1,0.1,0.42,1.04,,,,,,,,,,
198,2016-05-31,WE12,,4.6,Bottom,,41.7042,-83.2519,,,,,16.4,296.5,1.8,64.6,8.08,108.0,,0.1,0.1,0.2,2.16,,,,,,,,,,
199,2016-05-31,WE13,,6.9,Bottom,,41.7437,-83.1345,,,,,14.4,256.1,3.1,46.4,8.85,87.0,,0.1,0.1,0.16,2.12,,,,,,,,,,
200,2016-06-13,WE2,,4.6,Bottom,,41.7633,-83.32799999999997,,,,,21.1,263.6,4.8,30.0,7.31,3.0,,0.1,0.1,0.65,6.83,,,,,,,,,,
201,2016-06-13,WE8,,3.9,Bottom,,41.8347,-83.3635,,,,,22.1,334.2,1.0,78.3,6.86,124.0,,0.1,0.1,0.21,3.48,,,,,,,,,,
202,2016-06-13,WE12,,5.9,Bottom,,41.7039,-83.2543,,,,,20.9,293.6,9.0,10.6,6.91,0.0,,0.1,0.1,0.34,15.15,,,,,,,,,,
203,2016-06-13,WE13,,8.2,Bottom,,41.7443,-83.1346,,,,,20.0,235.4,2.9,48.3,6.95,11.0,,0.1,0.1,0.11,2.47,,,,,,,,,,
204,2016-06-27,WE2,,4.6,Bottom,,41.8249,-83.4028,,,,,23.1,287.0,2.9,48.1,6.08,7.0,,0.1,0.1,0.13,3.2,,,,,,,,,,
205,2016-06-27,WE8,,3.6,Bottom,,41.8347,-83.368,,,,,24.8,323.4,0.9,79.0,6.55,397.0,,0.1,0.1,0.34,2.44,,,,,,,,,,
206,2016-06-27,WE12,,5.8,Bottom,,41.7036,-83.2557,,,,,23.5,287.8,2.6,51.6,6.54,10.0,,0.1,0.1,0.14,4.6,,,,,,,,,,
207,2016-06-27,WE13,,8.1,Bottom,,41.7423,-83.1357,,,,,22.8,235.7,1.6,67.3,6.77,169.0,,0.1,0.1,0.18,2.33,,,,,,,,,,
208,2016-07-05,WE8,,4.1,Bottom,,41.8343,-83.3598,,,,,23.4,302.5,0.8,81.0,6.01,420.0,,0.1,0.1,0.51,2.3,,,,,,,,,,
209,2016-07-05,WE12,,5.7,Bottom,,41.7578,-83.35,,,,,23.0,332.9,5.9,22.6,6.54,0.0,,0.1,0.1,0.21,3.93,,,,,,,,,,
210,2016-07-05,WE13,,8.0,Bottom,,41.8892,-83.2197,,,,,23.2,238.3,1.6,67.0,5.18,75.0,,0.1,0.1,0.27,3.67,,,,,,,,,,
211,2016-07-18,WE2,,4.3,Bottom,,41.7628,-83.3321,,,,,24.8,397.1,4.0,36.7,7.84,1.0,,2.72,0.42,3.96,60.69,,,,,,,,,,
212,2016-07-18,WE8,,3.8,Bottom,,41.8338,-83.3511,,,,,25.1,305.7,1.3,71.8,7.09,151.0,,1.62,0.55,3.81,17.66,,,,,,,,,,
213,2016-07-18,WE12,,5.6,Bottom,,41.7041,-83.2565,,,,,24.5,243.3,4.4,33.6,6.84,2.0,,0.17,0.1,0.24,6.86,,,,,,,,,,
214,2016-07-18,WE13,,8.0,Bottom,,41.743,-83.1377,,,,,24.7,235.3,2.0,60.2,7.13,16.0,,0.1,0.1,0.3,5.4,,,,,,,,,,
215,2016-07-25,WE2,,4.1,Bottom,,41.7635,-83.3324,,,,,25.9,271.8,3.4,42.6,6.49,3.0,,1.6,0.34,3.1,18.61,,,,,,,,,,
216,2016-07-25,WE8,,4.2,Bottom,,41.8325,-83.3605,,,,,26.4,311.0,2.5,53.0,6.34,84.0,,3.72,0.47,3.68,15.75,,,,,,,,,,
217,2016-07-25,WE12,,5.4,Bottom,,41.7038,-83.2553,,,,,25.9,245.3,3.9,38.0,6.61,6.0,,0.26,0.1,0.45,6.72,,,,,,,,,,
218,2016-07-25,WE13,,8.0,Bottom,,41.7421,-83.1395,,,,,25.8,246.4,2.0,60.0,7.07,8.0,,0.6,0.1,0.87,7.35,,,,,,,,,,
219,2016-08-01,WE2,,4.8,Bottom,,41.7649,-83.3301,,,,,26.1,289.8,3.3,44.0,6.32,4.0,,3.23,0.34,4.03,26.15,,,,,,,,,,
220,2016-08-01,WE8,,4.2,Bottom,,41.8346,-83.3565,,,,,26.1,269.7,2.9,48.8,7.46,72.0,,1.56,0.36,10.34,36.57,,,,,,,,,,
221,2016-08-01,WE12,,5.7,Bottom,,41.7048,-83.2544,,,,,26.1,286.8,4.4,33.4,6.56,2.0,,2.65,0.21,9.36,22.08,,,,,,,,,,
222,2016-08-01,WE13,,7.0,Bottom,,41.7444,-83.1351,,,,,26.1,265.7,1.9,62.7,6.43,6.0,,3.21,0.49,5.23,12.92,,,,,,,,,,
223,2016-08-09,WE2,,4.2,Bottom,,41.7621,-83.3305,,,,,25.9,276.0,7.6,14.9,7.02,0.0,,3.22,0.17,4.03,40.52,,,,,,,,,,
224,2016-08-09,WE8,,4.1,Bottom,,41.8343,-83.3571,,,,,26.6,274.5,6.8,18.5,9.01,1.0,,6.03,0.21,10.34,58.64,,,,,,,,,,
225,2016-08-09,WE12,,5.6,Bottom,,41.7018,-83.2517,,,,,26.0,253.6,7.2,16.7,7.05,1.0,,0.93,0.16,9.36,23.47,,,,,,,,,,
226,2016-08-09,WE13,,7.9,Bottom,,41.7414,-83.1353,,,,,26.0,229.3,3.8,38.8,6.72,1.0,,0.86,0.14,5.23,12.0,,,,,,,,,,
227,2016-08-22,WE2,,4.4,Bottom,,41.7646,-83.33200000000002,,,,,24.8,262.1,8.4,12.2,6.49,3.0,,0.95,0.19,3.38,27.43,,,,,,,,,,
228,2016-08-22,WE6,,0.0,Scum,,41.7058,-83.3859,,,,,,,,,,,,47.03,0.7,175.81,1003.2,,,,,,,,,,
229,2016-08-22,WE8,,3.7,Bottom,,41.8361,-83.3599,,,,,24.7,259.6,5.5,25.1,6.34,1.0,,0.56,0.15,2.55,37.62,,,,,,,,,,
230,2016-08-22,WE9,,0.0,Scum,,41.7185,-83.4222,,,,,,,,,,,,55.73,0.63,223.03,746.13,,,,,,,,,,
231,2016-08-22,WE12,,5.5,Bottom,,41.7047,-83.255,,,,,24.9,249.1,5.6,25.0,7.02,2.0,,0.24,0.1,0.52,13.03,,,,,,,,,,
232,2016-08-22,WE13,,7.8,Bottom,,41.7421,-83.1366,,,,,25.3,227.5,4.5,32.1,6.88,0.0,,0.74,0.1,2.32,11.44,,,,,,,,,,
233,2016-08-29,WE2,,4.8,Bottom,,41.7642,-83.3297,,,,,25.0,253.1,7.0,17.2,5.76,0.0,,0.11,0.13,0.43,9.93,,,,,,,,,,
234,2016-08-29,WE8,,4.0,Bottom,,41.8356,-83.3579,,,,,25.4,268.8,9.2,10.0,6.23,0.0,,0.39,0.22,1.34,20.28,,,,,,,,,,
235,2016-08-29,WE12,,5.0,Bottom,,41.7043,-83.2668,,,,,25.2,242.3,6.4,20.3,6.18,0.0,,0.1,0.1,0.28,9.79,,,,,,,,,,
236,2016-08-29,WE13,,8.1,Bottom,,41.7448,-83.133,,,,,25.4,231.5,7.0,17.2,5.99,0.0,,0.27,0.12,1.47,15.36,,,,,,,,,,
237,2016-09-06,WE2,,4.3,Bottom,,41.7626,-83.3311,,,,,23.6,267.2,12.8,4.1,4.97,0.0,,0.1,0.11,0.3,6.97,,,,,,,,,,
238,2016-09-06,WE8,,4.0,Bottom,,41.832,-83.3593,,,,,23.6,293.1,11.6,5.5,5.56,0.0,,0.42,0.36,2.6,15.84,,,,,,,,,,
239,2016-09-06,WE8,,0.0,Scum,,41.832,-83.3593,,,,,,,,,,,,3.23,0.36,173.0,185.13,,,,,,,,,,
240,2016-09-06,WE12,,5.5,Bottom,,41.7026,-83.2558,,,,,23.5,265.2,9.3,9.8,6.15,0.0,,0.1,0.12,0.53,13.2,,,,,,,,,,
241,2016-09-06,WE13,,7.8,Bottom,,41.7406,-83.13799999999998,,,,,23.8,255.6,11.0,6.3,5.42,0.0,,0.1,0.1,0.2,4.52,,,,,,,,,,
242,2016-09-12,WE2,,4.3,Bottom,,41.7632,-83.3315,,,,,23.4,278.6,10.6,7.1,6.01,0.0,,0.14,0.16,0.71,13.32,,,,,,,,,,
243,2016-09-12,WE8,,3.9,Bottom,,41.8322,-83.3589,,,,,,,,,,,,0.2,0.19,0.53,6.38,,,,,,,,,,
244,2016-09-12,WE12,,5.4,Bottom,,41.7021,-83.2706,,,,,23.2,263.6,8.3,12.7,6.24,0.0,,0.2,0.1,0.21,4.34,,,,,,,,,,
245,2016-09-12,WE13,,7.8,Bottom,11:54,41.7427,-83.1366,,,sunny,0.5,23.5,230.3,5.9,22.7,6.43,0.0,,0.1,0.1,0.21,5.04,,,,,,,,,,
246,2016-09-19,WE2,,4.4,Bottom,,41.7628,-83.3314,,,,,22.2,271.0,9.1,10.4,5.58,0.0,,0.18,0.16,0.28,4.88,,,,,,,,,,
247,2016-09-19,WE4,,0.0,Scum,,41.8265,-83.1893,,,,,,,,,,,,1.62,0.24,109.78,149.98,,,,,,,,,,
248,2016-09-19,WE8,,4.1,Bottom,,41.8337,-83.3587,,,,,23.6,292.0,3.1,46.1,6.62,26.0,,0.12,0.22,0.41,9.9,,,,,,,,,,
249,2016-09-19,WE12,,5.0,Bottom,,41.7032,-83.2553,,,,,22.4,262.3,5.6,24.6,6.07,0.0,,0.1,0.1,0.1,5.69,,,,,,,,,,
250,2016-09-19,WE12,,0.0,Scum,,41.7032,-83.2553,,,,,,,,,,,,0.69,0.13,21.51,30.09,,,,,,,,,,
251,2016-09-19,WE13,,7.9,Bottom,,41.7429,-83.1378,,,,,22.6,251.7,13.7,4.1,6.02,0.0,,0.1,0.1,0.15,2.7,,,,,,,,,,
252,2016-09-19,WE13,,0.0,Scum,,41.7429,-83.1378,,,,,,,,,,,,0.5,0.1,16.75,53.72,,,,,,,,,,
253,2016-09-19,WE15,,0.0,Scum,,41.6181,-83.0125,,,,,,,,,,,,9.55,0.18,9.8,65.56,,,,,,,,,,
254,2016-09-28,WE2,,4.1,Bottom,,41.762,-83.3314,,,,,19.8,269.1,4.2,35.3,6.65,0.0,,0.1,0.27,0.04,4.29,,,,,,,,,,
255,2016-09-28,WE8,,4.4,Bottom,,41.8328,-83.35700000000001,,,,,19.9,326.1,6.6,19.3,5.65,0.0,,0.1,0.13,0.5,7.66,,,,,,,,,,
256,2016-09-28,WE12,,5.4,Bottom,,41.7027,-83.2564,,,,,20.2,270.5,7.7,14.5,6.38,0.0,,0.22,0.25,0.45,6.52,,,,,,,,,,
257,2016-09-28,WE13,,7.9,Bottom,,41.7439,-83.1353,,,,,20.6,257.9,10.0,8.2,6.36,0.0,,0.1,0.1,0.11,3.3,,,,,,,,,,
258,2016-10-03,WE2,,4.4,Bottom,,41.7638,-83.3306,,,,,18.3,287.9,13.2,3.7,5.35,0.0,,0.43,0.23,0.06,4.09,,,,,,,,,,
259,2016-10-03,WE8,,4.0,Bottom,,41.8348,-83.3616,,,,,18.9,280.4,5.5,25.3,6.07,2.0,,0.1,0.16,0.14,2.8,,,,,,,,,,
260,2016-10-03,WE12,,5.7,Bottom,,41.7037,-83.2719,,,,,18.7,279.7,18.8,0.9,5.21,0.0,,0.15,0.23,0.13,4.96,,,,,,,,,,
261,2016-10-03,WE13,,7.9,Bottom,,41.7429,-83.1388,,,,,19.1,283.3,21.2,0.5,6.51,0.0,,0.1,0.2,0.08,3.03,,,,,,,,,,
262,2016-10-03,WE13,,0.0,Scum,,41.7429,-83.1388,,,,,,,,,,,,11.46,0.1,431.03,1106.03,,,,,,,,,,
263,2016-10-11,WE2,,4.5,Bottom,,41.7625,-83.3302,,,,,17.1,308.6,10.6,7.1,7.44,0.0,,0.1,0.23,0.46,6.86,,,,,,,,,,
264,2016-10-11,WE8,,4.0,Bottom,,41.8328,-83.35700000000001,,,,,17.3,300.6,5.5,25.2,7.71,3.0,,0.1,0.21,0.26,6.21,,,,,,,,,,
265,2016-10-11,WE8,,0.0,Scum,,41.8328,-83.35700000000001,,,,,,,,,,,,1.01,0.25,,,,,,,,,,,,
266,2016-10-11,WE12,,5.5,Bottom,,41.7049,-83.2662,,,,,17.1,308.2,11.3,5.9,7.0,0.0,,0.11,0.2,0.16,5.24,,,,,,,,,,
267,2016-10-11,WE13,,7.8,Bottom,,41.7418,-83.1375,,,,,17.6,247.8,9.5,9.4,6.94,0.0,,0.1,0.12,0.09,2.38,,,,,,,,,,
268,2016-10-17,WE2,,4.2,Bottom,,41.7626,-83.3318,,,,,16.5,307.2,5.6,24.7,8.15,1.0,,0.27,0.15,0.31,4.84,,,,,,,,,,
269,2016-10-17,WE8,,3.9,Bottom,,41.8328,-83.3605,,,,,16.6,311.6,2.2,57.6,7.57,5.0,,0.1,0.15,0.62,2.5,,,,,,,,,,
270,2016-10-17,WE12,,5.5,Bottom,,41.7019,-83.2563,,,,,16.7,292.9,6.2,21.3,8.01,1.0,,0.1,0.13,0.16,4.54,,,,,,,,,,
271,2016-10-17,WE13,,7.8,Bottom,,41.74100000000001,-83.1371,,,,,16.9,246.8,4.5,32.6,8.04,0.0,,0.1,0.1,0.09,4.28,,,,,,,,,,
272,2017-05-30,WE2,,4.7,Bottom,,41.761,-83.3338,,,,,18.9,398.5,8.5,11.9,6.14,0.0,,0.1,0.1,0.09,2.23,,,,,,,,,,
273,2017-05-30,WE8,,4.5,Bottom,,41.8323,-83.3614,,,,,19.3,430.9,5.7,24.2,7.86,2.0,,0.1,0.1,0.26,36.4,,,,,,,,,,
274,2017-05-30,WE12,,6.1,Bottom,,41.7036,-83.257,,,,,18.0,345.9,11.1,6.3,5.79,0.0,,0.1,0.1,0.06,2.5,,,,,,,,,,
275,2017-05-30,WE13,,8.5,Bottom,,41.7445,-83.1381,,,,,17.2,260.1,2.9,48.8,6.9,9.0,,0.1,0.1,0.04,10.4,,,,,,,,,,
276,2017-06-12,WE2,,4.7,Bottom,,41.7524,-83.33200000000002,,,,,21.9,345.7,2.0,60.9,5.74,6.0,,0.1,0.18,0.03,10.03,,,,,,,,,,
277,2017-06-12,WE8,,4.4,Bottom,,41.8324,-83.3601,,,,,20.8,317.0,1.2,74.5,5.67,35.0,,0.1,0.08,0.03,2.78,,,,,,,,,,
278,2017-06-12,WE12,,6.0,Bottom,,41.7027,-83.2555,,,,,20.3,277.2,2.3,56.9,5.81,54.0,,0.1,0.17,0.03,7.55,,,,,,,,,,
