,Date,Site,Station Depth (m),Sample Depth (m),Sample Depth (category),Local Time (Eastern Time Zone),Latitude (decimal deg),Longitude (decimal deg),Wind speed (knots),Wave Height (ft),Sky,Secchi Depth (m),CTD Temperature (°C),CTD Specific Conductivity (µS/cm),CTD Beam Attenuation (m-1),CTD Tramission (%),CTD Dissolved Oxygen (mg/L),CTD Photosynthetically Active Radiation (µE/m2/s),Turbidity (NTU),Particulate Microcystin (µg/L),Dissolved Microcystin (µg/L),Extracted Phycocyanin (µg/L),Extracted Chlorophyll a (µg/L),Total Phosphorus (µg P/L),Total Dissolved Phosphorus (µg P/L),Soluble Reactive Phosphorus (µg P/L),Ammonia (µg N/L),Nitrate + Nitrite (mg N/L),Particulate Organic Carbon (mg/L),Particulate Organic Nitrogen (mg/L),Colored Dissolved Organic Material absorbance (m-1) at 400nm ,Total Suspended Solids (mg/L),Volatile Suspended Solids (mg/L)
279,2017-06-12,WE13,,8.3,Bottom,,41.7415,-83.1363,,,,,18.7,238.7,3.4,42.7,6.63,25.0,,0.1,0.14,0.03,1.75,,,,,,,,,,
280,2017-06-26,WE2,,4.5,Bottom,,41.7624,-83.3358,,,,,21.4,257.4,2.4,55.2,6.05,122.0,,0.1,0.1,0.06,6.02,,,,,,,,,,
281,2017-06-26,WE8,,4.1,Bottom,,41.8333,-83.3607,,,,,21.2,275.7,1.1,76.6,5.6,62.0,,0.1,0.1,0.06,4.39,,,,,,,,,,
282,2017-06-26,WE12,,,Bottom,,41.705,-83.2597,,,,,21.6,333.6,3.9,37.4,5.19,1.0,,0.1,0.1,,,,,,,,,,,,
283,2017-07-05,WE2,,4.9,Bottom,,41.7632,-83.32799999999997,,,,,23.3,360.9,3.2,45.0,5.85,0.0,,0.1,0.1,0.11,4.29,,,,,,,,,,
284,2017-07-05,WE8,,4.5,Bottom,,41.8358,-83.35700000000001,,,,,23.2,262.7,0.9,80.6,5.51,124.0,,0.1,0.1,0.04,1.44,,,,,,,,,,
285,2017-07-05,WE12,,6.0,Bottom,,41.7027,-83.2529,,,,,22.9,266.4,2.3,56.5,6.27,31.0,,0.1,0.1,0.12,10.76,,,,,,,,,,
286,2017-07-05,WE13,,8.4,Bottom,,41.7444,-83.1336,,,,,22.3,239.6,2.5,53.9,5.71,87.0,,0.1,0.1,0.02,4.19,,,,,,,,,,
287,2017-07-11,WE2,,4.7,Bottom,,41.7623,-83.3298,,,,,25.3,336.1,1.6,67.7,4.49,39.0,,0.1,0.1,0.4,4.39,,,,,,,,,,
288,2017-07-11,WE8,,4.6,Bottom,,41.8318,-83.359,,,,,23.7,285.7,1.1,75.1,4.5,34.0,,0.1,0.28,0.22,1.52,,,,,,,,,,
289,2017-07-11,WE12,,6.0,Bottom,,41.7022,-83.2544,,,,,23.4,272.0,2.0,60.3,4.62,23.0,,0.1,0.1,0.09,3.8,,,,,,,,,,
290,2017-07-11,WE13,,8.3,Bottom,,41.7422,-83.1363,,,,,22.7,248.6,2.9,48.1,4.32,9.0,,0.1,0.13,0.03,1.78,,,,,,,,,,
291,2017-07-17,WE2,,4.9,Bottom,,41.76300000000001,-83.3288,,,,,24.3,330.8,2.5,53.7,5.99,0.0,,0.1,0.1,0.36,3.59,,,,,,,,,,
292,2017-07-17,WE8,,4.2,Bottom,,41.8353,-83.3581,,,,,24.2,350.1,1.4,69.9,4.55,8.0,,0.1,0.1,0.36,7.46,,,,,,,,,,
293,2017-07-17,WE12,,6.0,Bottom,,41.7032,-83.2525,,,,,24.3,317.8,5.2,27.0,6.23,0.0,,0.27,0.1,0.36,7.62,,,,,,,,,,
294,2017-07-17,WE13,,8.4,Bottom,,41.7441,-83.1337,,,,,23.9,244.4,1.8,64.1,5.8,23.0,,0.1,0.1,0.36,3.46,,,,,,,,,,
295,2017-07-24,WE2,,4.9,Bottom,,41.7651,-83.3308,,,,,25.4,289.1,2.3,55.9,5.86,6.0,,0.32,0.1,6.57,36.39,,,,,,,,,,
296,2017-07-24,WE8,,4.3,Bottom,,41.8339,-83.3583,,,,,25.6,314.8,2.0,60.6,5.17,2.0,,0.2,0.1,5.26,31.5,,,,,,,,,,
297,2017-07-24,WE12,,6.0,Bottom,,41.705,-83.2533,,,,,25.4,257.9,2.1,59.4,5.85,5.0,,0.12,0.1,1.7,9.5,,,,,,,,,,
298,2017-07-31,WE2,,4.8,Bottom,,41.7615,-83.3305,,,,,25.5,271.0,6.9,17.8,4.91,1.0,,0.1,0.1,1.04,24.6,,,,,,,,,,
299,2017-07-31,WE8,,4.3,Bottom,,41.8343,-83.3589,,,,,24.7,316.3,7.9,14.2,5.52,0.0,,1.21,0.28,15.78,38.72,,,,,,,,,,
300,2017-07-31,WE12,,6.0,Bottom,,41.7038,-83.2547,,,,,23.4,264.2,8.6,11.6,5.65,0.0,,0.25,0.1,1.21,15.44,,,,,,,,,,
301,2017-07-31,WE13,,8.3,Bottom,,41.745,-83.137,,,,,24.1,252.3,4.2,34.6,4.78,0.0,,0.2,0.1,0.6,9.27,,,,,,,,,,
302,2017-07-31,WE15,,0.0,Scum,,41.6177,-83.0126,,,,,,,,,,,,13.5,0.1,113.37,137.94,,,,,,,,,,
303,2017-07-31,Unknown,,0.0,Scum,12:20,41.71,-83.272,,,,,,,,,,,,61.1,0.95,219.99,358.14,,,,,,,,,,
304,2017-08-07,WE2,,4.8,Bottom,,41.7633,-83.3303,,,,,23.1,272.1,2.2,57.0,5.09,22.0,,1.19,0.18,1.09,8.71,,,,,,,,,,
305,2017-08-07,WE6,,0.0,Scum,,41.7054,-83.3857,,,,,,,,,,,,20.17,0.47,282.01,382.22,,,,,,,,,,
306,2017-08-07,WE8,,4.1,Bottom,,41.8336,-83.361,,,,,22.7,264.4,1.9,61.4,4.16,5.0,,1.01,0.14,4.66,22.04,,,,,,,,,,
307,2017-08-07,WE12,,5.9,Bottom,,41.7029,-83.2539,,,,,23.3,251.6,2.6,52.0,5.53,117.0,,0.22,0.1,2.81,16.7,,,,,,,,,,
308,2017-08-07,WE13,,8.2,Bottom,,41.7442,-83.137,,,,,23.4,256.3,2.5,54.0,3.79,3.0,,0.37,0.21,2.93,8.24,,,,,,,,,,
309,2017-08-07,Unknown,,0.0,Scum,13:42,41.7706,-83.3365,,,sunny,,,,,,,,,109.18,0.47,268.47,222.71,,,,,,,,,,
310,2017-08-14,WE2,,4.8,Bottom,,41.7626,-83.329,,,,,25.1,267.9,1.9,62.6,5.38,52.0,,0.79,0.24,4.68,22.7,,,,,,,,,,
311,2017-08-14,WE6,,0.0,Scum,,41.7053,-83.3845,,,,,,,,,,,,21.63,1.13,,,,,,,,,,,,
312,2017-08-14,WE8,,4.5,Bottom,,41.8331,-83.3568,,,,,23.5,275.6,2.0,60.8,6.62,2.0,,5.22,0.54,8.21,34.45,,,,,,,,,,
313,2017-08-14,WE12,,5.8,Bottom,,41.7028,-83.2548,,,,,24.1,254.2,3.1,46.5,4.37,14.0,,0.19,0.1,1.79,22.37,,,,,,,,,,
314,2017-08-14,WE13,,8.0,Bottom,,41.7406,-83.1362,,,,,23.6,261.3,2.0,60.5,4.86,6.0,,0.39,0.16,2.73,11.89,,,,,,,,,,
315,2017-08-21,WE2,,4.9,Bottom,,41.7624,-83.3295,,,,,25.1,262.8,3.3,43.5,7.76,2.0,,1.91,0.31,14.75,39.29,,,,,,,,,,
316,2017-08-21,WE8,,4.4,Bottom,,41.8337,-83.3583,,,,,,,,,,,,3.73,0.28,20.42,30.89,,,,,,,,,,
317,2017-08-21,WE12,,5.9,Bottom,,41.7034,-83.2533,,,,,24.6,253.9,2.5,53.4,6.02,13.0,,1.12,0.15,6.67,18.48,,,,,,,,,,
318,2017-08-21,WE13,,8.3,Bottom,,41.7435,-83.1359,,,,,24.4,263.6,3.5,42.1,4.47,1.0,,0.7,0.31,1.07,20.59,,,,,,,,,,
319,2017-08-28,WE2,,4.9,Bottom,,41.764,-83.3296,,,,,20.9,223.7,5.6,20.8,7.39,0.0,,9.9,0.48,24.35,75.09,,,,,,,,,,
320,2017-08-28,WE8,,4.3,Bottom,,41.8343,-83.3583,,,,,22.6,244.4,6.5,19.5,7.13,0.0,,16.6,0.76,36.92,113.99,,,,,,,,,,
321,2017-08-28,WE12,,5.8,Bottom,,41.7012,-83.2464,,,,,22.7,247.2,4.0,36.7,6.69,0.0,,2.67,0.16,10.52,28.84,,,,,,,,,,
322,2017-08-28,WE13,,8.2,Bottom,,41.7428,-83.135,,,,,22.8,265.5,2.7,51.4,6.46,0.0,,2.38,0.32,9.25,18.36,,,,,,,,,,
323,2017-09-05,WE2,,3.5,Bottom,,41.7637,-83.3352,,,,,20.0,255.1,21.8,0.4,6.86,0.0,,4.63,0.25,33.9,44.29,,,,,,,,,,
324,2017-09-05,WE8,,4.3,Bottom,,41.8333,-83.3624,,,,,20.0,231.3,1.6,66.9,5.63,13.0,,0.38,0.1,4.56,5.17,,,,,,,,,,
325,2017-09-05,WE12,,5.8,Bottom,,41.7038,-83.25399999999998,,,,,20.2,249.5,14.2,2.9,6.19,0.0,,4.4,0.2,12.44,38.72,,,,,,,,,,
326,2017-09-05,WE13,,8.3,Bottom,,41.7434,-83.13799999999998,,,,,20.3,245.3,17.6,1.2,6.02,0.0,,6.3,0.24,11.98,36.62,,,,,,,,,,
327,2017-09-11,WE2,,4.2,Bottom,,41.7628,-83.3289,,,,,18.5,238.4,8.3,12.4,7.49,0.0,,1.95,0.14,8.18,27.89,,,,,,,,,,
328,2017-09-11,WE8,,4.4,Bottom,,41.833,-83.3572,,,,,18.3,144.5,5.0,28.8,11.46,1.0,,3.25,0.16,13.29,31.22,,,,,,,,,,
329,2017-09-11,WE12,,5.8,Bottom,,41.7032,-83.25399999999998,,,,,18.5,261.8,28.0,0.1,7.05,0.0,,5.96,0.29,28.2,42.25,,,,,,,,,,
330,2017-09-11,WE12,,0.0,Scum,,41.7032,-83.25399999999998,,,,,,,,,,,,32.33,0.26,9829.75,1979.25,,,,,,,,,,
331,2017-09-11,WE13,,8.2,Bottom,,41.7432,-83.1352,,,,,18.8,240.8,9.3,9.7,6.14,0.0,,1.55,0.16,19.36,26.33,,,,,,,,,,
332,2017-09-11,WE15,,0.0,Scum,,41.6254,-83.0199,,,,,,,,,,,,13.25,0.1,2272.89,460.2,,,,,,,,,,
333,2017-09-18,WE2,,4.4,Bottom,,41.7622,-83.3299,,,,,20.7,249.7,5.8,23.7,6.43,0.0,,0.35,0.17,14.77,25.48,,,,,,,,,,
334,2017-09-18,WE2,,0.0,Scum,,41.7622,-83.3299,,,,,,,,,,,,13.26,0.22,4179.01,1647.73,,,,,,,,,,
335,2017-09-18,WE8,,4.2,Bottom,,41.8331,-83.359,,,,,21.3,237.8,2.3,56.6,6.71,0.0,,0.51,,14.8,16.35,,,,,,,,,,
336,2017-09-18,WE9,,0.0,Scum,,41.7175,-83.4236,,,,,,,,,,,,8.97,0.17,1192.71,614.23,,,,,,,,,,
337,2017-09-18,WE12,,5.7,Bottom,,41.703,-83.2539,,,,,20.4,252.3,5.4,26.6,5.68,1.0,,0.23,0.16,1.79,13.52,,,,,,,,,,
338,2017-09-18,WE13,,8.0,Bottom,,41.7423,-83.1364,,,,,19.9,237.9,5.2,28.1,6.81,0.0,,0.37,0.1,8.51,14.53,,,,,,,,,,
339,2017-09-18,Unknown,,0.0,Scum,13:33,41.8151,-83.3895,,,cloudy,0.0,,,,,,,,44.89,0.12,35696.32,13695.32,,,,,,,,,,
340,2017-09-25,WE2,,4.8,Bottom,,41.7625,-83.3292,,,,,23.4,251.8,5.6,25.0,7.37,4.0,,0.46,0.19,23.5,19.63,,,,,,,,,,
341,2017-09-25,WE4,,0.0,Scum,,41.8258,-83.1951,,,,,,,,,,,,3.12,0.1,1646.73,716.63,,,,,,,,,,
342,2017-09-25,WE8,,4.0,Bottom,,41.8338,-83.3588,,,,,24.0,243.7,2.2,57.2,6.71,12.0,,0.87,0.1,17.79,19.13,,,,,,,,,,
343,2017-09-25,WE8,,0.0,Scum,,41.8338,-83.3588,,,,,,,,,,,,10.04,0.16,792.81,260.65,,,,,,,,,,
344,2017-09-25,WE9,,0.0,Scum,,41.7179,-83.4234,,,,,,,,,,,,8.98,0.39,591.66,544.05,,,,,,,,,,
345,2017-09-25,WE12,,5.8,Bottom,,41.7035,-83.2538,,,,,23.3,264.0,6.2,22.4,5.83,10.0,,0.26,0.21,4.46,7.74,,,,,,,,,,
346,2017-09-25,WE13,,8.0,Bottom,,41.742,-83.1363,,,,,21.3,236.3,2.5,54.2,6.92,5.0,,0.1,0.1,2.8,4.5,,,,,,,,,,
347,2017-10-02,WE2,,4.9,Bottom,,41.7622,-83.3292,,,,,20.2,241.4,3.8,38.3,5.86,16.0,,0.31,0.1,3.31,12.35,,,,,,,,,,
348,2017-10-02,WE8,,4.2,Bottom,,41.8333,-83.3582,,,,,19.0,246.9,6.7,18.9,12.61,0.0,,0.78,0.1,18.08,33.57,,,,,,,,,,
349,2017-10-02,WE9,,0.0,Scum,,41.7176,-83.4232,,,,,,,,,,,,1.7,0.28,2405.82,1345.5,,,,,,,,,,
350,2017-10-02,WE12,,5.7,Bottom,,41.7037,-83.255,,,,,19.7,269.5,6.7,18.7,5.68,0.0,,0.76,0.36,9.65,17.75,,,,,,,,,,
351,2017-10-02,WE13,,8.0,Bottom,,41.7408,-83.1361,,,,,20.0,225.6,2.2,57.8,5.85,6.0,,0.17,0.1,10.71,7.51,,,,,,,,,,
352,2017-10-10,WE2,,4.9,Bottom,,41.7628,-83.3305,,,,,19.9,280.7,10.6,7.0,6.83,0.0,,0.56,0.1,12.89,27.98,,,,,,,,,,
353,2017-10-10,WE8,,4.1,Bottom,,41.8343,-83.3584,,,,,19.6,256.0,8.1,13.1,5.47,0.0,,0.52,0.11,12.79,30.42,,,,,,,,,,
354,2017-10-10,WE12,,5.9,Bottom,,41.7038,-83.2539,,,,,20.0,252.5,5.4,26.0,5.8,0.0,,0.27,0.1,11.88,16.71,,,,,,,,,,
355,2017-10-10,WE13,,8.1,Bottom,,41.7429,-83.1366,,,,,20.1,228.1,2.6,51.9,7.47,1.0,,0.11,0.1,9.75,13.78,,,,,,,,,,
356,2017-10-16,WE2,,4.2,Bottom,,41.7643,-83.3303,,,,,16.5,241.3,4.9,29.3,6.1,2.0,,0.16,0.1,3.99,14.3,,,,,,,,,,
357,2017-10-16,WE8,,4.1,Bottom,,41.8338,-83.3587,,,,,17.0,246.9,3.2,45.3,5.31,1.0,,0.23,0.1,7.9,16.44,,,,,,,,,,
358,2017-10-16,WE12,,5.5,Bottom,,41.7039,-83.2537,,,,,17.5,252.2,10.1,8.0,7.01,0.0,,0.23,0.1,1.33,11.83,,,,,,,,,,
359,2017-10-16,WE13,,7.8,Bottom,,41.7436,-83.1369,,,,,18.0,239.5,7.5,15.3,6.34,0.0,,0.1,0.1,5.4,11.73,,,,,,,,,,
360,2018-05-21,WE8,,4.9,Bottom,,41.8341,-83.3553,,,,,,,,,,,,0.1,0.1,0.15,7.47,,,,,,,,,,
361,2018-05-21,WE12,,6.4,Bottom,,41.70399999999999,-83.2528,,,,,,,,,,,,0.1,0.1,0.49,20.69,,,,,,,,,,
362,2018-05-21,WE13,,8.7,Bottom,,41.7421,-83.1337,,,,,,,,,,,,0.1,0.1,0.09,11.97,,,,,,,,,,
363,2018-06-12,WE8,,4.6,Bottom,,41.8341,-83.3553,,,,,20.6,383.2,27.2,0.1,6.61,0.0,,0.1,0.1,0.32,38.11,,,,,,,,,,
364,2018-06-12,WE12,,6.2,Bottom,,41.70399999999999,-83.2528,,,,,20.7,388.2,30.2,0.1,4.99,0.0,,0.1,0.1,0.17,9.9,,,,,,,,,,
365,2018-06-12,WE13,,8.5,Bottom,,41.7421,-83.1337,,,,,20.1,264.8,10.2,7.9,6.6,0.0,,0.1,0.1,0.12,8.21,,,,,,,,,,
366,2018-06-25,WE8,,4.7,Bottom,,41.8341,-83.3553,,,,,22.4,308.7,8.3,12.5,6.59,0.0,,0.1,0.1,0.15,2.91,,,,,,,,,,
367,2018-06-25,WE12,,6.4,Bottom,,41.70399999999999,-83.2528,,,,,22.3,433.9,14.2,2.9,6.37,0.0,,0.28,0.1,0.84,22.05,,,,,,,,,,
368,2018-07-02,WE2,,4.6,Bottom,,41.7953,-83.33,,,,,22.5,319.6,2.8,49.7,5.06,8.0,,0.1,0.1,0.55,14.1,,,,,,,,,,
369,2018-07-02,WE8,,4.6,Bottom,,41.8308,-83.3584,,,,,23.8,344.2,4.2,34.8,7.61,2.0,,0.1,0.1,0.89,11.3,,,,,,,,,,
370,2018-07-02,WE12,,6.0,Bottom,,41.7031,-83.2544,,,,,25.2,335.0,8.0,13.6,6.26,1.0,,0.1,0.1,0.16,6.69,,,,,,,,,,
371,2018-07-02,WE13,,8.3,Bottom,,41.7432,-83.13799999999998,,,,,21.2,231.2,2.7,50.3,7.53,2.0,,0.1,0.1,5.27,20.73,,,,,,,,,,
372,2018-07-09,WE2,,4.6,Bottom,,41.7624,-83.333,,,,,25.9,345.8,3.9,38.0,5.9,6.0,,0.1,0.1,0.19,8.34,,,,,,,,,,
373,2018-07-09,WE8,,4.5,Bottom,,41.8326,-83.3581,,,,,25.0,333.4,4.2,35.0,6.03,0.0,,0.2,0.1,4.15,15.99,,,,,,,,,,
374,2018-07-09,WE12,,5.9,Bottom,,41.70399999999999,-83.2557,,,,,25.3,313.8,6.7,18.6,5.95,0.0,,0.1,0.1,0.11,3.81,,,,,,,,,,
375,2018-07-09,WE13,,8.3,Bottom,,41.7439,-83.1384,,,,,24.7,309.6,3.8,39.0,6.53,0.0,,0.15,0.1,0.21,3.78,,,,,,,,,,
376,2018-07-16,WE2,,4.7,Bottom,,41.7623,-83.33200000000002,,,,,25.7,307.8,1.9,62.3,6.1,13.0,,0.11,0.11,0.61,3.42,,,,,,,,,,
377,2018-07-16,WE8,,4.2,Bottom,,41.8334,-83.3603,,,,,26.7,334.4,2.0,61.1,6.27,5.0,,0.58,0.14,7.08,11.45,,,,,,,,,,
378,2018-07-16,WE12,,5.9,Bottom,,41.7032,-83.2544,,,,,25.2,300.4,3.1,46.4,6.2,11.0,,0.1,0.1,0.21,3.51,,,,,,,,,,
379,2018-07-16,WE13,,8.2,Bottom,,41.7426,-83.1382,,,,,25.1,310.4,2.4,56.1,6.71,4.0,,0.1,0.1,0.36,3.27,,,,,,,,,,
380,2018-07-23,WE2,,4.9,Bottom,,41.7623,-83.3298,,,,,24.0,301.0,2.3,56.7,5.74,134.0,,0.29,0.16,1.69,7.87,,,,,,,,,,
381,2018-07-23,WE8,,4.4,Bottom,,41.8337,-83.3571,,,,,23.8,324.3,3.4,42.9,5.86,39.0,,0.17,0.22,13.36,28.47,,,,,,,,,,
382,2018-07-23,WE12,,5.8,Bottom,,41.7033,-83.2543,,,,,23.9,298.8,4.7,30.7,7.02,179.0,,0.91,0.22,1.05,8.49,,,,,,,,,,
383,2018-07-23,WE13,,8.3,Bottom,,41.735,-83.1365,,,,,24.2,301.1,2.9,48.7,6.3,35.0,,0.2,0.1,2.0,8.18,,,,,,,,,,
384,2018-07-30,WE2,,4.7,Bottom,,41.7629,-83.333,,,,,23.9,269.0,2.7,50.4,7.75,5.0,,1.79,0.23,10.85,19.56,,,,,,,,,,
385,2018-07-30,WE8,,4.4,Bottom,,41.8334,-83.3578,,,,,24.1,319.0,2.7,50.6,6.1,3.0,,2.33,0.14,14.77,24.89,,,,,,,,,,
386,2018-07-30,WE12,,6.0,Bottom,,41.7036,-83.2547,,,,,24.1,302.4,2.8,49.1,5.88,6.0,,1.27,0.14,5.52,14.75,,,,,,,,,,
387,2018-07-30,WE13,,8.3,Bottom,,41.744,-83.1374,,,,,23.8,230.7,1.3,72.1,6.5,9.0,,0.15,0.11,1.51,6.53,,,,,,,,,,
388,2018-08-06,WE2,,4.8,Bottom,,41.7626,-83.3297,,,,,24.4,293.6,4.2,34.6,6.92,9.0,,2.1,0.13,8.82,23.53,,,,,,,,,,
389,2018-08-06,WE8,,4.2,Bottom,,41.8327,-83.3579,,,,,24.0,282.5,3.1,46.4,7.55,3.0,,1.55,0.1,14.71,20.93,,,,,,,,,,
390,2018-08-06,WE12,,5.8,Bottom,,41.7032,-83.2556,,,,,24.7,288.5,3.7,39.6,5.95,4.0,,1.23,0.14,8.06,15.4,,,,,,,,,,
391,2018-08-06,WE13,,8.1,Bottom,,41.743,-83.1387,,,,,23.9,227.5,3.4,42.7,7.45,23.0,,0.75,0.1,5.0,8.44,,,,,,,,,,
392,2018-08-13,WE2,,5.1,Bottom,,41.7627,-83.329,,,,,25.3,277.9,3.4,42.9,7.14,19.0,,1.62,0.18,13.49,19.63,,,,,,,,,,
393,2018-08-13,WE8,,4.4,Bottom,,41.8339,-83.3567,,,,,25.7,264.9,3.5,41.2,7.07,9.0,,1.9,0.19,13.93,18.0,,,,,,,,,,
394,2018-08-13,WE12,,5.9,Bottom,,41.7032,-83.2536,,,,,25.5,288.5,4.3,34.1,8.65,48.0,,2.2,0.2,17.73,17.94,,,,,,,,,,
395,2018-08-13,WE13,,8.3,Bottom,,41.745,-83.1367,,,,,24.9,244.8,1.7,65.7,7.3,16.0,,0.71,0.11,6.28,7.52,,,,,,,,,,
396,2018-08-20,WE2,,5.2,Bottom,,41.7622,-83.3293,,,,,25.1,268.9,4.0,36.3,7.43,9.0,,2.48,0.16,14.55,19.18,,,,,,,,,,
397,2018-08-20,WE8,,4.7,Bottom,,41.8326,-83.3538,,,,,25.1,273.6,4.6,31.7,6.92,1.0,,2.32,0.19,26.92,33.98,,,,,,,,,,
398,2018-08-20,WE12,,5.9,Bottom,,41.7031,-83.2543,,,,,25.0,243.1,2.7,51.4,6.52,11.0,,1.68,0.14,9.18,13.63,,,,,,,,,,
399,2018-08-20,WE13,,8.2,Bottom,,41.743,-83.1335,,,,,25.1,235.4,2.4,54.5,6.96,3.0,,0.62,0.12,3.33,8.12,,,,,,,,,,
400,2018-08-27,WE2,,4.4,Bottom,,41.7636,-83.3342,,,,,24.3,249.8,4.1,35.5,7.55,10.0,,2.2,0.25,15.37,24.7,,,,,,,,,,
401,2018-08-27,WE8,,4.4,Bottom,,41.8338,-83.3567,,,,,24.0,294.1,5.1,28.0,6.32,0.0,,2.54,0.26,27.39,40.27,,,,,,,,,,
402,2018-08-27,WE12,,5.8,Bottom,,41.7027,-83.2558,,,,,24.0,236.6,3.0,47.0,6.45,4.0,,2.2,0.29,12.82,17.81,,,,,,,,,,
403,2018-08-27,WE13,,8.1,Bottom,,41.7424,-83.1366,,,,,24.0,240.7,2.5,53.8,6.29,1.0,,0.43,0.15,4.6,12.07,,,,,,,,,,
404,2018-09-04,WE2,,4.6,Bottom,,41.7626,-83.3292,,,,,25.2,242.7,5.3,26.8,6.12,10.0,,3.02,0.18,7.32,22.42,,,,,,,,,,
405,2018-09-04,WE8,,4.2,Bottom,,41.8335,-83.3596,,,,,25.4,306.3,4.4,33.6,7.38,1.0,,3.89,0.26,33.31,41.73,,,,,,,,,,
406,2018-09-04,WE12,,5.9,Bottom,,41.703,-83.2547,,,,,25.7,241.6,2.6,52.6,5.62,436.0,,1.16,0.17,6.69,25.54,,,,,,,,,,
407,2018-09-04,WE13,,8.0,Bottom,,41.7419,-83.1351,,,,,25.2,233.8,2.0,61.3,5.26,5.0,,0.56,0.1,5.88,14.49,,,,,,,,,,
408,2018-09-11,WE2,,4.9,Bottom,,41.7625,-83.3293,,,,,22.1,282.8,25.3,0.2,6.07,0.0,,0.26,0.39,4.79,16.38,,,,,,,,,,
409,2018-09-11,WE8,,4.4,Bottom,,41.832,-83.3591,,,,,20.2,233.8,9.6,9.0,6.2,38.0,,0.1,0.17,0.16,4.11,,,,,,,,,,
410,2018-09-11,WE12,,5.9,Bottom,,41.7042,-83.2542,,,,,19.8,270.9,39.6,0.0,6.99,0.0,,1.24,0.24,3.33,21.77,,,,,,,,,,
411,2018-09-11,WE13,,8.2,Bottom,,41.7461,-83.1395,,,,,20.4,286.3,41.7,0.0,6.71,0.0,,0.4,0.25,2.72,21.38,,,,,,,,,,
412,2018-09-17,WE2,,4.2,Bottom,,41.7624,-83.3289,,,,,22.2,282.7,4.9,29.2,6.27,1.0,,0.1,0.19,1.53,12.86,,,,,,,,,,
413,2018-09-17,WE8,,4.4,Bottom,,41.8321,-83.3584,,,,,22.6,245.7,2.8,49.1,7.27,3.0,,0.13,0.25,5.93,16.38,,,,,,,,,,
414,2018-09-17,WE12,,5.9,Bottom,,41.7035,-83.2539,,,,,21.6,272.0,9.6,9.2,5.91,0.0,,0.1,0.1,0.51,10.26,,,,,,,,,,
415,2018-09-17,WE13,,8.2,Bottom,,41.7427,-83.1355,,,,,22.7,253.5,8.5,11.9,5.52,0.0,,0.1,0.1,0.65,6.54,,,,,,,,,,
416,2018-09-25,WE2,,4.7,Bottom,,41.7623,-83.3305,,,,,20.8,268.9,9.2,9.9,5.17,0.0,,0.1,0.1,1.42,12.97,,,,,,,,,,
417,2018-09-25,WE12,,5.7,Bottom,,41.7031,-83.2567,,,,,21.0,282.0,10.1,8.0,5.34,0.0,,0.1,0.11,0.38,10.8,,,,,,,,,,
418,2018-10-01,WE2,,4.8,Bottom,,41.76300000000001,-83.3279,,,,,19.1,274.9,6.1,22.2,6.59,3.0,,0.1,0.1,0.66,11.45,,,,,,,,,,
419,2018-10-01,WE8,,4.6,Bottom,,41.833,-83.3573,,,,,19.3,271.5,4.3,33.7,7.73,0.0,,0.1,0.1,1.31,16.38,,,,,,,,,,
420,2018-10-01,WE12,,6.1,Bottom,,41.7045,-83.2507,,,,,19.2,255.3,8.4,12.3,7.53,0.0,,0.1,0.1,0.34,14.88,,,,,,,,,,
421,2018-10-01,WE13,,8.3,Bottom,,41.7444,-83.1359,,,,,19.5,225.4,4.5,32.5,6.94,0.0,,0.1,0.1,0.19,5.86,,,,,,,,,12.78,2.33
